"sub","social_status"
"3003-.csv",-0.55554980032033
"3010-.csv",0.174160453275024
"3012-.csv",-0.409607749601259
"3018-.csv",0.225190718406779
"3027-.csv",0.405903542432208
"3030-.csv",-0.409607749601259
"3032-.csv",0.61198660543224
"3043-.csv",-0.269826321152487
"3045-.csv",-0.616372045915575
"3047-.csv",2.07140711262294
"3054-.csv",-0.105234251741683
"3055-.csv",-0.865759766921866
"3058-.csv",-0.269826321152487
"3059-.csv",-0.263665698882188
"3060-.csv",-0.705352500461723
"3062-.csv",-0.865759766921866
"3063-.csv",0.926795409784441
"3064-.csv",2.45045471912777
"3070-.csv",-0.360803148828629
"3071-.csv",-0.517836897190517
"3072-.csv",0.970226559037665
"3078-.csv",0.84622127101865
"3079-.csv",2.0862741512088
"3080-.csv",-0.55554980032033
"3086-.csv",-0.796396889387463
"3087-.csv",-0.705352500461723
"3088-.csv",1.17261023369304
"3090-.csv",1.24989396587917
"3092-.csv",0.417498364759275
"3095-.csv",-0.705352500461723
"3099-.csv",-0.308594688187068
"3102-.csv",-0.580997851990976
"3103-.csv",1.68069204067215
"3104-.csv",-0.55554980032033
"3106-.csv",-0.393831609171502
"3111-.csv",-0.384537967541438
"3114-.csv",-0.575487391483992
"3118-.csv",-0.393831609171502
"3119-.csv",-0.54494523400158
"3123-.csv",-0.269826321152487
"3125-.csv",-0.580997851990976
"3128-.csv",-0.517836897190517
"3134-.csv",-0.517836897190517
"3135-.csv",-0.580997851990976
"3138-.csv",-0.063723434621153
"3139-.csv",0
"3140-.csv",-0.105234251741683
"3141-.csv",3.67676967053272
"3143-.csv",0.898720164139703
"3145-.csv",-0.517836897190517
"3147-.csv",0.757928656151307
"3151-.csv",-0.705352500461723
"3153-.csv",-0.409607749601259
"3154-.csv",-0.021815745114457
"3155-.csv",0
"3163-.csv",-0.517836897190517
"3170-.csv",0.028218402555954
"3173-.csv",0.61198660543224
"3175-.csv",-0.55554980032033
"3176-.csv",-0.117723648163118
"3182-.csv",0.71139637238795
"3184-.csv",-0.865759766921866
"3185-.csv",-0.360803148828629
"3186-.csv",-0.409607749601259
"3187-.csv",-0.263665698882188
"3188-.csv",-0.517836897190517
"3189-.csv",-0.616372045915575
"3190-.csv",-0.580997851990976
"3192-.csv",2.45045471912777
"3193-.csv",-0.409607749601259
"3196-.csv",0
"3197-.csv",-0.580997851990976
"3199-.csv",0.59821069498062
"3200-.csv",-0.641842185209532
"3203-.csv",-0.705352500461723
"3204-.csv",0.226194830923574
"3207-.csv",-0.641842185209532
"3208-.csv",-0.517836897190517
"3210-.csv",-0.575487391483992
"3212-.csv",-0.360803148828629
"3212-.csv",0
"3214-.csv",-0.14582103313347
"3215-.csv",-0.117723648163118
"3220-.csv",-0.263665698882188
"3221-.csv",-0.54494523400158
"3222-.csv",-0.517836897190517
"3228-.csv",-0.360803148828629
